
Duck ID: 234447
(-106.9626007080078, 53.564544677734375)
(-106.96240997314452, 53.563663482666016)
(-106.96244049072266, 53.56439971923828)
(-106.96250915527344, 53.56438827514648)
(-106.9627914428711, 53.56427764892578)
(-106.9628677368164, 53.564231872558594)
(-106.96275329589844, 53.56429672241211)
(-106.9627685546875, 53.56437683105469)
(-106.96277618408205, 53.56450271606445)
(-106.96239471435548, 53.564491271972656)
(-106.96270751953124, 53.564361572265625)
(-106.96277618408205, 53.56423568725586)
(-106.96243286132812, 53.564456939697266)
(-106.96253967285156, 53.56464385986328)
(-106.96253204345705, 53.56432342529297)
(-106.96310424804688, 53.56439208984375)
(-106.9625244140625, 53.56441879272461)
(-106.96277618408205, 53.56435012817383)
(-106.96266174316406, 53.56532669067383)
(-106.9626007080078, 53.564361572265625)
(-106.96243286132812, 53.56434631347656)
(-106.96231079101562, 53.564239501953125)
(-106.96279907226562, 53.56428909301758)
(-106.9624252319336, 53.56428527832031)
(-106.96245574951172, 53.56433868408203)
(-106.96243286132812, 53.564266204833984)
(-106.96246337890624, 53.564308166503906)
(-106.96208953857422, 53.56427764892578)
(-106.96226501464844, 53.564208984375)
(-106.96251678466795, 53.56449508666992)
(-106.96217346191406, 53.564300537109375)
(-106.96234130859376, 53.564674377441406)
(-106.96236419677734, 53.5645866394043)
(-106.9614028930664, 53.564064025878906)
(-106.9626693725586, 53.56435775756836)
(-106.96248626708984, 53.564231872558594)
(-106.96261596679688, 53.56443405151367)
(-106.96295166015624, 53.56461715698242)
(-106.96282958984376, 53.56455612182617)
(-106.96257781982422, 53.564552307128906)
(-106.96273803710938, 53.56451416015625)
(-106.96287536621094, 53.564659118652344)
(-106.96279907226562, 53.5645866394043)
(-106.96282196044922, 53.56439971923828)
(-106.96286010742188, 53.56464385986328)
(-106.96270751953124, 53.564456939697266)
(-106.96294403076172, 53.56456756591797)
(-106.96292114257812, 53.56458282470703)
(-106.96249389648438, 53.56435775756836)
(-106.96272277832033, 53.56443786621094)
(-106.96226501464844, 53.56414794921875)
(-106.962646484375, 53.56389236450195)
(-106.96292877197266, 53.56386947631836)
(-106.96255493164062, 53.56431579589844)
(-106.96212005615234, 53.5641975402832)
(-106.96251678466795, 53.564090728759766)
(-106.96300506591795, 53.56471252441406)
(-106.96416473388672, 53.56344985961914)
(-106.96487426757812, 53.5635986328125)
(-106.96427917480467, 53.56371307373047)
(-106.96434020996094, 53.563602447509766)
(-106.9643325805664, 53.563621520996094)
(-106.96485900878906, 53.56357192993164)
(-106.96427154541016, 53.56364059448242)
(-106.9642562866211, 53.563724517822266)
(-106.96440887451172, 53.563743591308594)
(-106.96734619140624, 53.56014251708984)
(-106.95886993408205, 53.54927444458008)
(-106.94979095458984, 53.547813415527344)
(-106.94985961914062, 53.54792785644531)
(-106.94950103759766, 53.54777145385742)
(-106.94214630126952, 53.54484939575195)
(-106.94244384765624, 53.54500961303711)
(-106.94234466552734, 53.54494857788086)
(-106.94225311279295, 53.54484176635742)
(-106.94275665283205, 53.54509735107422)
(-106.94248962402344, 53.54499053955078)
(-106.94253540039062, 53.54478454589844)
(-106.94221496582033, 53.54477310180664)
(-106.94241333007812, 53.54505920410156)
(-106.94258880615234, 53.544952392578125)
(-106.94189453125, 53.54466247558594)
(-106.94264221191406, 53.545204162597656)
(-106.9428482055664, 53.54515838623047)
(-106.9428482055664, 53.545127868652344)
(-106.94283294677734, 53.545135498046875)
(-106.9424057006836, 53.544559478759766)
(-106.94269561767578, 53.54484558105469)
(-106.94234466552734, 53.544776916503906)
(-106.94261932373048, 53.54511642456055)
(-106.94187927246094, 53.54468536376953)
(-106.9424285888672, 53.54462432861328)
(-106.9426727294922, 53.54475784301758)
(-106.9425048828125, 53.54471206665039)
(-106.94226837158205, 53.54468536376953)
(-106.94427490234376, 53.54138946533203)
(-106.94388580322266, 53.54119110107422)
(-106.94371795654295, 53.54131317138672)
(-106.9439926147461, 53.541236877441406)
(-106.94408416748048, 53.54130554199219)
(-106.94406127929688, 53.54158401489258)
(-106.94408416748048, 53.541404724121094)
(-106.9444580078125, 53.54136657714844)
(-106.94402313232422, 53.54125213623047)
(-106.94184112548828, 53.54465103149414)
(-106.94248962402344, 53.54474639892578)
(-106.94257354736328, 53.54498672485352)
(-106.94281005859376, 53.5450325012207)
(-106.94284057617188, 53.54497528076172)
(-106.94287872314452, 53.5449333190918)
(-106.94276428222656, 53.544898986816406)
(-106.94292449951172, 53.54501724243164)
(-106.94270324707033, 53.54498291015625)
(-106.94265747070312, 53.54513931274414)
(-106.94186401367188, 53.54473114013672)
(-106.94234466552734, 53.54461288452149)
(-106.94219970703124, 53.54486846923828)
(-106.94180297851562, 53.544647216796875)
(-106.94246673583984, 53.54493713378906)
(-106.9427490234375, 53.544921875)
(-106.94216918945312, 53.54487609863281)
(-106.9423599243164, 53.54466247558594)
(-106.94237518310548, 53.54447937011719)
(-106.94244384765624, 53.544673919677734)
(-106.94252014160156, 53.544677734375)
(-106.9424819946289, 53.54464340209961)
(-106.94241333007812, 53.54457473754883)
(-106.9422378540039, 53.544769287109375)
(-106.94251251220705, 53.54458999633789)
(-106.94239044189452, 53.544673919677734)
(-106.94247436523438, 53.544677734375)
(-106.94281768798828, 53.54500961303711)
(-106.94283294677734, 53.54497146606445)
(-106.94281005859376, 53.544921875)
(-106.94281005859376, 53.544960021972656)
(-106.94246673583984, 53.544769287109375)
(-106.94283294677734, 53.54499053955078)
(-106.94208526611328, 53.544822692871094)
(-106.94244384765624, 53.54471969604492)
(-106.94278717041016, 53.54493713378906)
(-106.94190979003906, 53.54475402832031)
(-106.94237518310548, 53.544891357421875)
(-106.94261932373048, 53.54479217529297)
(-106.9427490234375, 53.54508972167969)
(-106.94281768798828, 53.544979095458984)
(-106.94229125976562, 53.5449333190918)
(-106.94252014160156, 53.54475402832031)
(-106.94259643554688, 53.54506301879883)
(-106.94232940673828, 53.544883728027344)
(-106.94256591796876, 53.54470443725586)
(-106.94258880615234, 53.54502487182617)
(-106.94207000732422, 53.54477310180664)
(-106.94254302978516, 53.54460906982422)
(-106.94207000732422, 53.5445556640625)
(-106.9428253173828, 53.545040130615234)
(-106.94288635253906, 53.5450325012207)
(-106.94285583496094, 53.544979095458984)
(-106.94285583496094, 53.544952392578125)
(-106.94290924072266, 53.54508590698242)
(-106.94197845458984, 53.544715881347656)
(-106.9425277709961, 53.54483795166016)
(-106.94265747070312, 53.54500198364258)
(-106.9425048828125, 53.544898986816406)
(-106.94265747070312, 53.54508590698242)
(-106.94332122802734, 53.545867919921875)
(-106.94229125976562, 53.54472351074219)
(-106.9426040649414, 53.544795989990234)
(-106.94251251220705, 53.54482650756836)
(-106.94192504882812, 53.54486083984375)
(-106.9424819946289, 53.54484558105469)
(-106.94251251220705, 53.544822692871094)
(-106.943603515625, 53.54355239868164)
(-106.94401550292967, 53.54117202758789)
(-106.9441375732422, 53.54118728637695)
(-106.94402313232422, 53.54122543334961)
(-106.94241333007812, 53.544795989990234)
(-106.94207000732422, 53.544673919677734)
(-106.94253540039062, 53.5447883605957)
(-106.94255828857422, 53.544979095458984)
(-106.9428482055664, 53.54498672485352)
(-106.9425048828125, 53.544925689697266)
(-106.9425048828125, 53.54469299316406)
(-106.9428253173828, 53.544979095458984)
(-106.94257354736328, 53.54500198364258)
(-106.94210815429688, 53.54473876953125)
(-106.94198608398438, 53.54475402832031)
(-106.94208526611328, 53.54473114013672)
(-106.9420166015625, 53.544715881347656)
(-106.94239807128906, 53.54467010498047)
(-106.9419937133789, 53.54474639892578)
(-106.94400787353516, 53.541236877441406)
(-106.94403076171876, 53.54123306274414)
(-106.94414520263672, 53.5411376953125)
(-106.94385528564452, 53.541019439697266)
(-106.944091796875, 53.541236877441406)
(-106.94405364990234, 53.54133605957031)
(-106.94398498535156, 53.541236877441406)
(-106.94287109375, 53.54499435424805)
(-106.94194793701172, 53.54469299316406)
(-106.94188690185548, 53.54472351074219)
(-106.9419937133789, 53.54467010498047)
(-106.94226837158205, 53.54468536376953)
(-106.94223022460938, 53.54484939575195)
(-106.9428253173828, 53.54498672485352)
(-106.9422378540039, 53.544700622558594)
(-106.94200897216795, 53.54485321044922)
(-106.94227600097656, 53.54474258422851)
(-106.94268035888672, 53.54475402832031)
(-106.94268035888672, 53.54475402832031)
(-106.94261169433594, 53.54506301879883)
(-106.9425811767578, 53.54463577270508)
(-106.9425811767578, 53.54463577270508)
(-106.94217681884766, 53.54474639892578)
(-106.94186401367188, 53.54462814331055)
(-106.94241333007812, 53.54484939575195)
(-106.94241333007812, 53.54484939575195)
(-106.94212341308594, 53.5447883605957)
(-106.94403839111328, 53.54119873046875)
(-106.944091796875, 53.54119110107422)
(-106.944091796875, 53.54119110107422)
(-106.94401550292967, 53.54127883911133)
(-106.94400787353516, 53.54121017456055)
(-106.9440460205078, 53.541236877441406)
(-106.9440460205078, 53.541236877441406)
(-106.94414520263672, 53.54136657714844)
(-106.94406127929688, 53.541229248046875)
(-106.94202423095705, 53.54453659057617)
(-106.94202423095705, 53.54453659057617)
(-106.94229125976562, 53.54469299316406)
(-106.942138671875, 53.544795989990234)
(-106.9420928955078, 53.54473114013672)
(-106.9420928955078, 53.54473114013672)
(-106.94236755371094, 53.54489517211914)
(-106.94264221191406, 53.54517364501953)
(-106.94234466552734, 53.54490280151367)
(-106.94234466552734, 53.54490280151367)
(-106.94271850585938, 53.54495620727539)
(-106.94187927246094, 53.544677734375)
(-106.94237518310548, 53.54490280151367)
(-106.94237518310548, 53.54490280151367)
(-106.9418487548828, 53.54471206665039)
(-106.94239807128906, 53.544677734375)
(-106.94219970703124, 53.54476547241211)
(-106.94232940673828, 53.54484939575195)
(-106.94222259521484, 53.54483795166016)
(-106.94254302978516, 53.54499435424805)
(-106.94243621826172, 53.544918060302734)
(-106.94242095947266, 53.544898986816406)
(-106.94283294677734, 53.545021057128906)
(-106.94265747070312, 53.54503631591797)
(-106.94270324707033, 53.5448112487793)
(-106.94400024414062, 53.54117965698242)
(-106.94400024414062, 53.54117965698242)
(-106.94400024414062, 53.54119491577149)
(-106.94409942626952, 53.54116439819336)
(-106.94409942626952, 53.541259765625)
(-106.94416809082033, 53.54123306274414)
(-106.94415283203124, 53.541465759277344)
(-106.9424285888672, 53.54472351074219)
(-106.9425277709961, 53.544891357421875)
(-106.9425811767578, 53.54478073120117)
(-106.94261932373048, 53.54473114013672)
(-106.94259643554688, 53.54483795166016)
(-106.94252014160156, 53.54473876953125)
(-106.94280242919922, 53.54496765136719)
(-106.94265747070312, 53.5450325012207)
(-106.94251251220705, 53.544822692871094)
(-106.94239807128906, 53.545021057128906)
(-106.94258880615234, 53.54478073120117)
(-106.94229125976562, 53.54474258422851)
(-106.94277954101562, 53.54468536376953)
(-106.94217681884766, 53.54471969604492)
(-106.94405364990234, 53.5412712097168)
(-106.94405364990234, 53.5412483215332)
(-106.94427490234376, 53.54133987426758)
(-106.94425964355467, 53.541316986083984)
(-106.94386291503906, 53.541114807128906)
(-106.94371032714844, 53.541141510009766)
(-106.94400787353516, 53.54117202758789)
(-106.94285583496094, 53.54492950439453)
(-106.9426498413086, 53.545143127441406)
(-106.9426727294922, 53.54486846923828)
(-106.9420166015625, 53.54467010498047)
(-106.94236755371094, 53.54475402832031)
(-106.942138671875, 53.54467010498047)
(-106.9426498413086, 53.54470443725586)
(-106.94263458251952, 53.54485702514648)
(-106.94255828857422, 53.54467010498047)
(-106.94217681884766, 53.54471969604492)
(-106.94281768798828, 53.54500961303711)
(-106.94281768798828, 53.54500961303711)
(-106.9427490234375, 53.54508209228515)
(-106.94237518310548, 53.544864654541016)
(-106.94237518310548, 53.544864654541016)
(-106.94246673583984, 53.54466247558594)
(-106.94217681884766, 53.544776916503906)
(-106.9420394897461, 53.54484176635742)
(-106.9420394897461, 53.54484176635742)
(-106.94432830810548, 53.541358947753906)
(-106.94430541992188, 53.54127883911133)
(-106.9442138671875, 53.54132080078125)
(-106.9442138671875, 53.54132080078125)
(-106.94425964355467, 53.541358947753906)
(-106.9439926147461, 53.54122543334961)
(-106.9439697265625, 53.54116439819336)
(-106.9439697265625, 53.54116439819336)
(-106.94403839111328, 53.541221618652344)
(-106.94426727294922, 53.54130172729492)
(-106.94426727294922, 53.54145812988281)
(-106.94426727294922, 53.54145812988281)
(-106.94400024414062, 53.5412483215332)
(-106.94255828857422, 53.54490661621094)
(-106.94247436523438, 53.54497528076172)
(-106.94247436523438, 53.54497528076172)
(-106.94255828857422, 53.545074462890625)
(-106.9428253173828, 53.54493713378906)
(-106.94264221191406, 53.54510116577149)
(-106.94264221191406, 53.54510116577149)
(-106.94264221191406, 53.54487991333008)
(-106.94273376464844, 53.544803619384766)
(-106.9422607421875, 53.544776916503906)
(-106.9422607421875, 53.544776916503906)
(-106.94190216064452, 53.54476165771485)
(-106.94196319580078, 53.54471969604492)
(-106.9425811767578, 53.54500198364258)
(-106.94200897216795, 53.544830322265625)
(-106.94192504882812, 53.54467010498047)
(-106.94196319580078, 53.54478073120117)
(-106.94202423095705, 53.54456329345703)
(-106.94417572021484, 53.54133987426758)
(-106.94417572021484, 53.54125213623047)
(-106.94422912597656, 53.541351318359375)
(-106.94403076171876, 53.541221618652344)
(-106.9439926147461, 53.54125213623047)
(-106.9439926147461, 53.54125213623047)
(-106.9441375732422, 53.54118347167969)
(-106.94403839111328, 53.54118347167969)
(-106.9439468383789, 53.54126739501953)
(-106.94393920898438, 53.54126739501953)
(-106.94400024414062, 53.541290283203125)
(-106.9424057006836, 53.54460525512695)
(-106.9424057006836, 53.5446891784668)
(-106.94249725341795, 53.544654846191406)
(-106.94215393066406, 53.544803619384766)
(-106.9426727294922, 53.54485321044922)
(-106.94230651855467, 53.54485702514648)
(-106.94263458251952, 53.54477310180664)
(-106.94188690185548, 53.544673919677734)
(-106.94193267822266, 53.544769287109375)
(-106.94190979003906, 53.54484558105469)
(-106.94185638427734, 53.54460144042969)
(-106.9419403076172, 53.54469680786133)
(-106.94206237792967, 53.54475402832031)
(-106.94232940673828, 53.54473114013672)
(-106.94398498535156, 53.54121398925781)
(-106.9440460205078, 53.541236877441406)
(-106.94388580322266, 53.54134368896485)
(-106.9441146850586, 53.54139709472656)
(-106.9439468383789, 53.54119110107422)
(-106.94408416748048, 53.54119873046875)
(-106.94403839111328, 53.54120635986328)
(-106.94401550292967, 53.54117584228515)
(-106.94383239746094, 53.54124069213867)
(-106.944091796875, 53.541282653808594)
(-106.94230651855467, 53.544734954833984)
(-106.94194793701172, 53.5446891784668)
(-106.94194793701172, 53.54472351074219)
(-106.9419403076172, 53.54465103149414)
(-106.94195556640624, 53.54471969604492)
(-106.94205474853516, 53.54479217529297)
(-106.94188690185548, 53.54476547241211)
(-106.9423370361328, 53.544822692871094)
(-106.94205474853516, 53.54473876953125)
(-106.94231414794922, 53.54475402832031)
(-106.9427719116211, 53.54497146606445)
(-106.94192504882812, 53.544647216796875)
(-106.94264221191406, 53.54509353637695)
(-106.94277954101562, 53.545169830322266)
(-106.94277954101562, 53.54531478881836)
(-106.94264221191406, 53.54522705078125)
(-106.9425048828125, 53.54496383666992)
(-106.942626953125, 53.54511260986328)
(-106.94261932373048, 53.54507827758789)
(-106.94271850585938, 53.54509735107422)
(-106.94270324707033, 53.54514694213867)
(-106.94268798828124, 53.54513931274414)
(-106.9441909790039, 53.5413818359375)
(-106.9440689086914, 53.54121780395508)
(-106.94419860839844, 53.54134750366211)
(-106.94896697998048, 53.54256057739258)
(-106.9420166015625, 53.54466247558594)
(-106.942626953125, 53.54475784301758)
(-106.94257354736328, 53.54479217529297)
(-106.9425048828125, 53.54473876953125)
(-106.94255828857422, 53.54486846923828)
(-106.9422836303711, 53.54486846923828)
(-106.9441909790039, 53.541351318359375)
(-106.94418334960938, 53.541351318359375)
(-106.94242095947266, 53.544647216796875)
(-106.94266510009766, 53.54512023925781)
(-106.94207000732422, 53.54486846923828)
(-106.94234466552734, 53.544918060302734)
(-106.94252014160156, 53.544715881347656)
(-106.94224548339844, 53.544776916503906)
(-106.94259643554688, 53.54481506347656)
(-106.94261169433594, 53.54488754272461)
(-106.94264221191406, 53.54517364501953)
(-106.94281768798828, 53.54505920410156)
(-106.9426040649414, 53.5450439453125)
(-106.9422836303711, 53.545135498046875)
(-106.94264221191406, 53.54519271850586)
(-106.94439697265624, 53.54148864746094)
(-106.94437408447266, 53.54138946533203)
(-106.95128631591795, 53.54450988769531)
(-106.72652435302734, 53.37516403198242)
(-105.99427032470705, 52.793251037597656)
(-105.60448455810548, 52.52057647705078)
(-105.60447692871094, 52.52060317993164)
(-105.60427856445312, 52.52031707763672)
(-105.60475158691406, 52.52077102661133)
(-105.6048812866211, 52.52086639404297)
(-105.60459899902344, 52.5206413269043)
(-105.60485076904295, 52.520652770996094)
(-105.60230255126952, 52.52169418334961)
(-105.60729217529295, 52.52507019042969)
(-105.61119079589844, 52.54207229614258)
(-105.61300659179688, 52.54281997680664)
(-105.61312866210938, 52.54287338256836)
(-105.62290954589844, 52.524932861328125)
(-105.6229476928711, 52.524078369140625)
(-105.6229248046875, 52.5243034362793)
(-105.62300872802734, 52.52418899536133)
(-105.62298583984376, 52.52423477172851)
(-105.62190246582033, 52.5245475769043)
(-105.62254333496094, 52.52485275268555)
(-105.62216186523438, 52.52524948120117)
(-105.62226104736328, 52.52533721923828)
(-105.62213134765624, 52.5252685546875)
(-105.62238311767578, 52.52473831176758)
(-105.6046371459961, 52.52057647705078)
(-105.60474395751952, 52.52058029174805)
(-105.60472869873048, 52.52059173583984)
(-105.6046371459961, 52.52032852172851)
(-105.60467529296876, 52.5203971862793)
(-105.60472106933594, 52.52046203613281)
(-105.60456848144533, 52.520118713378906)
(-105.60481262207033, 52.52048110961914)
(-105.62255096435548, 52.52390670776367)
(-105.61305236816406, 52.54279327392578)
(-105.61304473876952, 52.54280853271485)
(-105.61306762695312, 52.54289245605469)
(-105.62322235107422, 52.52210235595703)
(-105.62230682373048, 52.521507263183594)
(-105.62257385253906, 52.52434539794922)
(-105.62340545654295, 52.52326202392578)
(-105.62319946289062, 52.52338409423828)
(-105.62348175048828, 52.52322006225586)
(-105.62339782714844, 52.52323913574219)
(-105.62342071533205, 52.52329635620117)
(-105.62345123291016, 52.52324676513672)
(-105.61367797851562, 52.54181289672851)
(-105.6093292236328, 52.53129959106445)
(-105.60343170166016, 52.52088928222656)
(-105.60460662841795, 52.52102279663086)
(-105.60462188720705, 52.52080535888672)
(-105.60442352294922, 52.52096176147461)
(-105.60445404052734, 52.52097702026367)
(-105.6045150756836, 52.52093505859375)
(-105.6047821044922, 52.52067184448242)
(-105.60494232177734, 52.52056884765625)
(-105.60506439208984, 52.520469665527344)
(-105.6020965576172, 52.52254104614258)
(-105.61307525634766, 52.54278564453125)
(-105.61294555664062, 52.54280853271485)
(-105.61296844482422, 52.54280090332031)
(-105.61298370361328, 52.5428466796875)
(-105.6228256225586, 52.52426528930664)
(-105.62264251708984, 52.52415466308594)
(-105.62277221679688, 52.524391174316406)
(-105.6234130859375, 52.52385330200195)
(-105.62279510498048, 52.52447891235352)
(-105.62271881103516, 52.52468490600586)
(-105.62266540527344, 52.52493667602539)
(-105.62257385253906, 52.52488708496094)
(-105.6224136352539, 52.52486801147461)
(-105.59652709960938, 52.533058166503906)
(-105.59651947021484, 52.53327560424805)
(-105.59683227539062, 52.53343963623047)
(-105.59661102294922, 52.53323745727539)
(-105.59666442871094, 52.53336334228515)
(-105.60472869873048, 52.520633697509766)
(-105.60481262207033, 52.520477294921875)
(-105.6049346923828, 52.520660400390625)
(-105.60466766357422, 52.520530700683594)
(-105.6050796508789, 52.52044677734375)
(-105.60172271728516, 52.52263259887695)
(-105.61212921142578, 52.54244613647461)
(-105.61302947998048, 52.54279708862305)
(-105.62261199951172, 52.5244026184082)
(-105.62278747558594, 52.5244026184082)
(-105.62345123291016, 52.52213287353515)
(-105.62344360351562, 52.522071838378906)
(-105.62338256835938, 52.521995544433594)
(-105.6157684326172, 52.521202087402344)
(-105.61470794677734, 52.52152633666992)
(-105.61461639404295, 52.52157974243164)
(-105.6142578125, 52.52266311645508)
(-105.61461639404295, 52.52153396606445)
(-105.6199951171875, 52.52786636352539)
(-105.59664916992188, 52.53296661376953)
(-105.5964813232422, 52.5328369140625)
(-105.59713745117188, 52.53276824951172)
(-105.59659576416016, 52.53382873535156)
(-105.59650421142578, 52.533668518066406)
(-105.59612274169922, 52.5327033996582)
(-105.59646606445312, 52.53378677368164)
(-105.59651184082033, 52.53377532958984)
(-105.5965805053711, 52.53374481201172)
(-105.5965576171875, 52.533748626708984)
(-105.5965576171875, 52.53376007080078)
(-105.59639739990234, 52.53374481201172)
(-105.630859375, 52.53821563720703)
(-105.60918426513672, 52.52360916137695)
(-105.6090850830078, 52.52349853515625)
(-105.60919189453124, 52.52357482910156)
(-105.60913848876952, 52.52376556396485)
(-105.609375, 52.523712158203125)
(-105.60919189453124, 52.52361297607422)
(-105.61058044433594, 52.52315139770508)
(-105.61043548583984, 52.52311706542969)
(-105.61052703857422, 52.52306365966797)
(-105.60789489746094, 52.523983001708984)
(-105.59127807617188, 52.52662658691406)
(-105.59656524658205, 52.53384780883789)
(-105.60430145263672, 52.5209846496582)
(-105.6045150756836, 52.520748138427734)
(-105.60456085205078, 52.52081680297851)
(-105.6045379638672, 52.520748138427734)
(-105.6050262451172, 52.520694732666016)
(-105.60467529296876, 52.5203742980957)
(-105.60464477539062, 52.520408630371094)
(-105.60467529296876, 52.52040100097656)
(-105.6044692993164, 52.5207405090332)
(-105.60208129882812, 52.52293014526367)
(-105.59960174560548, 52.52508163452149)
(-105.59921264648438, 52.525142669677734)
(-105.59822082519533, 52.52544403076172)
(-105.5965347290039, 52.53331756591797)
(-105.59805297851562, 52.53645324707031)
(-105.59915161132812, 52.536746978759766)
(-105.5995101928711, 52.5366325378418)
(-105.59994506835938, 52.536598205566406)
(-105.60011291503906, 52.536563873291016)
(-105.59741973876952, 52.5362434387207)
(-105.59739685058594, 52.53632736206055)
(-105.59980010986328, 52.53660583496094)
(-105.6023941040039, 52.53956985473633)
(-105.6040267944336, 52.520938873291016)
(-105.6046371459961, 52.52068328857422)
(-105.60391235351562, 52.52035140991211)
(-105.60365295410156, 52.51988220214844)
(-105.60363006591795, 52.51982116699219)
(-105.60350799560548, 52.519752502441406)
(-105.60335540771484, 52.5195426940918)
(-105.6036605834961, 52.51979064941406)
(-105.60365295410156, 52.519775390625)
(-105.60274505615234, 52.51992416381836)
(-105.60362243652344, 52.519832611083984)
(-105.60052490234376, 52.52058792114258)
(-105.57951354980467, 52.5347785949707)
(-105.58082580566406, 52.53433609008789)
(-105.58733367919922, 52.532691955566406)
(-105.59646606445312, 52.53310775756836)
(-105.61476135253906, 52.52171325683594)
(-105.61475372314452, 52.52164077758789)
(-105.61481475830078, 52.52166366577149)
(-105.6148452758789, 52.52171325683594)
(-105.60751342773438, 52.5245361328125)
(-105.60755157470705, 52.52457809448242)
(-105.60676574707033, 52.52544021606445)
(-105.60366821289062, 52.51988983154297)
(-105.6198501586914, 52.51276016235352)
(-105.60107421875, 52.520477294921875)
(-105.6026611328125, 52.51982879638672)
(-105.6019515991211, 52.52027130126953)
(-105.60354614257812, 52.52052307128906)
(-105.60411071777344, 52.520633697509766)
(-105.60420989990234, 52.52016830444336)
